run_id,timestamp,month,ticker,region,bucket,broker,status,requested_usd,filled_usd,units,price_native,currency,order_id,error
90A70D7A,2026-03-30 09:00:46,2026-03,VWRA.L,LSE,core,paper,dry_run,194.83,194.83,1.199692,162.4,USD,PAPER-VWRA.L-20260330090046,
90A70D7A,2026-03-30 09:00:46,2026-03,NIFTYBEES.NS,BSE,core,paper,dry_run,155.17,155.17,56.795972,258.89,INR,PAPER-NIFTYBEES.NS-20260330090046,
90A70D7A,2026-03-30 09:00:46,2026-03,IUIT.L,LSE,satellite,paper,dry_run,60.33,60.33,1.621338,37.21,USD,PAPER-IUIT.L-20260330090046,
90A70D7A,2026-03-30 09:00:46,2026-03,WSML.L,LSE,satellite,paper,dry_run,45.72,45.72,5.048029,9.057,USD,PAPER-WSML.L-20260330090046,
90A70D7A,2026-03-30 09:00:46,2026-03,MOM100.NS,BSE,satellite,paper,dry_run,43.94,43.94,71.32159,58.38,INR,PAPER-MOM100.NS-20260330090046,
